"database1","database2","drug","drug_sensitivity_metric","correlation_type","correlation","p.permutations","p.bootstrap","confidence.interval","data_points"
"CTRP","GDSC","Crizotinib","EC50","spearman","0.299969517826473","0.001","0.001","0.12802561607507,0.467307751070688","150"
"CTRP","GDSC","Crizotinib","IC50","pearson",NA,NA,NA,"NA","150"
"CTRP","GDSC","Crizotinib","IC50","spearman","0.287838238502445","0.001","0.001","0.0984596217675193,0.439365803254555","150"
"CTRP","GDSC","Crizotinib","AUC_EC50","pearson","0.255516512200561","0.001","0.001","0.13168457473432,0.374489253849686","150"
"CTRP","GDSC","Crizotinib","AUC_EC50","spearman","0.247660784923774","0.001","0.002","0.072012778481297,0.399136279367751","150"
"CTRP","GDSC","Crizotinib","AUC_IC50","pearson","0.261641904477658","0.001","0.001","0.134794289834761,0.388016245966455","150"
"CTRP","GDSC","Crizotinib","AUC_IC50","spearman","0.246896306502511","0.002","0.002","0.0774114505832617,0.400213869542366","150"
"CTRP","GDSC","Crizotinib","AUC_EC50_adj","pearson","0.508488584293438","0.001","0.001","0.284733897950564,0.67165471925576","150"
"CTRP","GDSC","Crizotinib","AUC_EC50_adj","spearman","0.255454909107071","0.003","0.003","0.0722252656007622,0.418226857550033","150"
"CTRP","GDSC","Crizotinib","AUC_IC50_adj","pearson","0.527636493918874","0.001","0.001","0.284894287334839,0.705116147521216","150"
"CTRP","GDSC","Crizotinib","AUC_IC50_adj","spearman","0.224872216542957","0.002","0.003","0.0310993327491579,0.39021893556996","150"
"CTRP","GDSC","GW-843682X","EC50","pearson",NA,NA,NA,"NA","138"
"CTRP","GDSC","GW-843682X","EC50","spearman","0.182756624110821","0.019","0.013","0.00370061101711491,0.335426947965381","138"
"CTRP","GDSC","GW-843682X","IC50","pearson",NA,NA,NA,"NA","138"
"CTRP","GDSC","GW-843682X","IC50","spearman","0.248307377494663","0.001","0.001","0.0731219689797992,0.407219324692479","138"
"CTRP","GDSC","GW-843682X","AUC_EC50","pearson","0.221362448486603","0.011","0.003","0.0719346101648996,0.372960320018854","138"
"CTRP","GDSC","GW-843682X","AUC_EC50","spearman","0.206687839192308","0.005","0.013","0.047820785291196,0.372266303849922","138"
"CTRP","GDSC","GW-843682X","AUC_IC50","pearson","0.262035950242463","0.001","0.002","0.0977934247596347,0.437064264678141","138"
"CTRP","GDSC","GW-843682X","AUC_IC50","spearman","0.246944557968351","0.002","0.001","0.0911350036236947,0.403138061314938","138"
"CTRP","GDSC","GW-843682X","AUC_EC50_adj","pearson","-0.0904497959222886","0.153","0.136","-0.264929855883058,0.0976747751536935","138"
"CTRP","GDSC","GW-843682X","AUC_EC50_adj","spearman","-0.0301791846297155","0.376","0.378","-0.203949156084824,0.14306020318028","138"
"CTRP","GDSC","GW-843682X","AUC_IC50_adj","pearson","0.0234742984768629","0.388","0.382","-0.161635626417274,0.223990511654853","138"
"CTRP","GDSC","GW-843682X","AUC_IC50_adj","spearman","0.138608835633066","0.053","0.041","-0.0253231724302673,0.295770903490701","138"
"CTRP","GDSC","VX-680","EC50","pearson",NA,NA,NA,"NA","14"
"CTRP","GDSC","VX-680","EC50","spearman","0.0901552367189414","0.39","0.386986301369863","-0.307004226798916,0.459357080656426","14"
"CTRP","GDSC","VX-680","IC50","pearson",NA,NA,NA,"NA","14"
"CTRP","GDSC","VX-680","IC50","spearman","0.144248378750306","0.309","0.32739420935412","-0.174155554973426,0.573539533286992","14"
"CTRP","GDSC","VX-680","AUC_EC50","pearson","0.409628068773615","0.045","0.0629999999999999","0.0518338218917837,0.693288954101616","14"
"CTRP","GDSC","VX-680","AUC_EC50","spearman","0.38021978021978","0.08","0.088","-0.153709366632467,0.76112021965866","14"
"CTRP","GDSC","VX-680","AUC_IC50","pearson","0.461469479774684","0.028","0.033","0.129943940319471,0.743324548552513","14"
"CTRP","GDSC","VX-680","AUC_IC50","spearman","0.358241758241758","0.113","0.11","-0.238349665924276,0.77834254507172","14"
"CTRP","GDSC","VX-680","AUC_EC50_adj","pearson","-0.152298489846412","0.289","0.292","-0.675447854341381,0.415596726341514","14"
"CTRP","GDSC","VX-680","AUC_EC50_adj","spearman","-0.147252747252747","0.281","0.285","-0.590406361861373,0.361833526477553","14"
"CTRP","GDSC","VX-680","AUC_IC50_adj","pearson","-0.0481593145666647","0.406","0.418","-0.591653727464001,0.503137291404671","14"
"CTRP","GDSC","VX-680","AUC_IC50_adj","spearman","-0.0813186813186813","0.377","0.391","-0.593813442575406,0.476646864985791","14"
