"","DepMap_ID","Cell_line","CCLE_name","CCLE_histology","disease"
"561","ACH-000562","HCC78","HCC78_LUNG","lung","lung"
"562","ACH-000563","EBC1","EBC1_LUNG","lung","lung"
"563","ACH-000564","KHM1B","KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"564","ACH-000565","RCM1","RCM1_LARGE_INTESTINE","large_intestine","colorectal"
"565","ACH-000566","SW1710","SW1710_URINARY_TRACT","urinary_tract","urinary_tract"
"566","ACH-000567","ST486","ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"567","ACH-000568","UACC812","UACC812_BREAST","breast","breast"
"568","ACH-000569","ISTMES1","ISTMES1_PLEURA","pleura","mesothelioma"
"569","ACH-000570","YKG1","YKG1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"570","ACH-000571","T98G","T98G_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"571","ACH-000572","G361","G361_SKIN","skin","skin"
"572","ACH-000573","MDAMB436","MDAMB436_BREAST","breast","breast"
"573","ACH-000574","FUOV1","FUOV1_OVARY","ovary","ovarian"
"574","ACH-000575","HCC364","HCC364_LUNG","lung","lung"
"575","ACH-000576","KMS27","KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"576","ACH-000577","JHH2","JHH2_LIVER","liver","liver"
"577","ACH-000578","HCC1171","HCC1171_LUNG","lung","lung"
"578","ACH-000579","UACC257","UACC257_SKIN","skin","skin"
"579","ACH-000580","C32","C32_SKIN","skin","skin"
"580","ACH-000581","SNU16","SNU16_STOMACH","stomach","gastric"
"581","ACH-000582","COLO741","COLO741_SKIN","skin","skin"
"582","ACH-000583","MC116","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"583","ACH-000584","JHOS4","JHOS4_OVARY","ovary","ovarian"
"584","ACH-000585","EPLC272H","EPLC272H_LUNG","lung","lung"
"585","ACH-000586","NCIH1876","NCIH1876_LUNG","lung","lung"
"586","ACH-000587","NCIH1975","NCIH1975_LUNG","lung","lung"
"587","ACH-000588","KMS26","KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"588","ACH-000589","NCIH1437","NCIH1437_LUNG","lung","lung"
"589","ACH-000590","NCIH2073","NCIH2073_LUNG","lung","lung"
"590","ACH-000591","LN235","LN235_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"591","ACH-000592","TM31","TM31_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"592","ACH-000593","BC3C","BC3C_URINARY_TRACT","urinary_tract","urinary_tract"
"593","ACH-000594","DMS153","DMS153_LUNG","lung","lung"
"594","ACH-000595","LN229","LN229_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"595","ACH-000596","LCLC97TM1","LCLC97TM1_LUNG","lung","lung"
"596","ACH-000597","TTC709","TTC709_SOFT_TISSUE","soft_tissue","rhabdoid"
"597","ACH-000598","KMS21BM","KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"598","ACH-000599","PATU8902","PATU8902_PANCREAS","pancreas","pancreas"
"599","ACH-000600","SLR26","SLR26_KIDNEY","kidney","kidney"
"600","ACH-000601","MIAPACA2","MIAPACA2_PANCREAS","pancreas","pancreas"
"601","ACH-000602","M07E","M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"602","ACH-000603","BEN","BEN_LUNG","lung","lung"
"603","ACH-000604","KYO1","KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"604","ACH-000605","TE6","TE6_OESOPHAGUS","oesophagus","esophagus"
"605","ACH-000606","PECAPJ34CLONEC12","PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"606","ACH-000607","KYM1","KYM1_SOFT_TISSUE","soft_tissue","rhabdoid"
"607","ACH-000608","COV644","COV644_OVARY","ovary","ovarian"
"608","ACH-000609","SF126","SF126_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"609","ACH-000610","NCIH2227","NCIH2227_LUNG","lung","lung"
"610","ACH-000611","SUDHL6","SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"611","ACH-000612","HUT102","HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"612","ACH-000613","HOS","HOS_BONE","bone","bone"
"613","ACH-000614","RVH421","RVH421_SKIN","skin","skin"
"614","ACH-000615","SKMEL28","SKMEL28_SKIN","skin","skin"
"615","ACH-000616","HS746T","HS746T_STOMACH","stomach","gastric"
"616","ACH-000617","OVCAR4","OVCAR4_OVARY","ovary","ovarian"
"617","ACH-000618","SNU1041","SNU1041_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"618","ACH-000619","PECAPJ15","PECAPJ15_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"619","ACH-000620","JHH1","JHH1_LIVER","liver","liver"
"620","ACH-000621","MDAMB157","MDAMB157_BREAST","breast","breast"
"621","ACH-000622","KNS42","KNS42_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"622","ACH-000623","SNU201","SNU201_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"623","ACH-000624","HCC1806","HCC1806_BREAST","breast","breast"
"624","ACH-000625","HEP3B217","HEP3B217_LIVER","liver","liver"
"625","ACH-000626","U266B1","U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"626","ACH-000627","LCLC103H","LCLC103H_LUNG","lung","lung"
"627","ACH-000628","NCIH596","NCIH596_LUNG","lung","lung"
"628","ACH-000629","IOMMLEE","IOMMLEE_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"629","ACH-000630","YD8","YD8_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"630","ACH-000631","KS1","KS1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"631","ACH-000632","HS944T","HS944T_SKIN","skin","skin"
"632","ACH-000633","FU97","FU97_STOMACH","stomach","gastric"
"633","ACH-000634","LN340","LN340_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"634","ACH-000635","SNU119","SNU119_OVARY","ovary","ovarian"
"635","ACH-000636","RPMI8402","RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"636","ACH-000637","KYSE520","KYSE520_OESOPHAGUS","oesophagus","esophagus"
"637","ACH-000638","NCIH441","NCIH441_LUNG","lung","lung"
"638","ACH-000639","NCIH211","NCIH211_LUNG","lung","lung"
"639","ACH-000640","SKMEL31","SKMEL31_SKIN","skin","skin"
"640","ACH-000641","CMK","CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"641","ACH-000642","HMEL","HMEL_BREAST","breast","breast"
"642","ACH-000643","HDQP1","HDQP1_BREAST","breast","breast"
"643","ACH-000644","COLO829","COLO829_SKIN","skin","skin"
"644","ACH-000645","JL1","JL1_PLEURA","pleura","mesothelioma"
"645","ACH-000646","OVMANA","OVMANA_OVARY","ovary","ovarian"
"646","ACH-000647","TE1","TE1_OESOPHAGUS","oesophagus","esophagus"
"647","ACH-000648","NCIH28","NCIH28_PLEURA","pleura","mesothelioma"
"648","ACH-000649","786O","786O_KIDNEY","kidney","kidney"
"649","ACH-000650","IGR37","IGR37_SKIN","skin","skin"
"650","ACH-000651","SW620","SW620_LARGE_INTESTINE","large_intestine","colorectal"
"651","ACH-000652","SUIT2","SUIT2_PANCREAS","pancreas","pancreas"
"652","ACH-000653","JJN3","JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"653","ACH-000654","RAJI","RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"654","ACH-000655","SF268","SF268_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"655","ACH-000656","SUDHL8","SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"656","ACH-000657","A2780","A2780_OVARY","ovary","ovarian"
"657","ACH-000658","KMS18","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"658","ACH-000659","SCLC21H","SCLC21H_LUNG","lung","lung"
"659","ACH-000660","SUDHL5","SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"660","ACH-000661","WM1799","WM1799_SKIN","skin","skin"
"661","ACH-000662","CORL23","CORL23_LUNG","lung","lung"
"662","ACH-000663","OVTOKO","OVTOKO_OVARY","ovary","ovarian"
"663","ACH-000664","SUDHL1","SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"664","ACH-000665","SKMES1","SKMES1_LUNG","lung","lung"
"665","ACH-000666","NCIH1355","NCIH1355_LUNG","lung","lung"
"666","ACH-000667","HCC44","HCC44_LUNG","lung","lung"
"667","ACH-000668","HCC70","HCC70_BREAST","breast","breast"
"668","ACH-000669","SW900","SW900_LUNG","lung","lung"
"669","ACH-000670","SBC5","SBC5_LUNG","lung","lung"
"670","ACH-000671","HUH6","HUH6_LIVER","liver","liver"
"671","ACH-000672","IALM","IALM_LUNG","lung","lung"
"672","ACH-000673","LN443","LN443_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"673","ACH-000674","NUGC4","NUGC4_STOMACH","stomach","gastric"
"674","ACH-000675","NCIH1734","NCIH1734_LUNG","lung","lung"
"675","ACH-000676","LN464","LN464_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"676","ACH-000677","SW1573","SW1573_LUNG","lung","lung"
"677","ACH-000678","MKN7","MKN7_STOMACH","stomach","gastric"
"678","ACH-000679","OE19","OE19_OESOPHAGUS","oesophagus","esophagus"
"679","ACH-000680","SW948","SW948_LARGE_INTESTINE","large_intestine","colorectal"
"680","ACH-000681","A549","A549_LUNG","lung","lung"
"681","ACH-000682","SNU1066","SNU1066_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"682","ACH-000683","SNU503","SNU503_LARGE_INTESTINE","large_intestine","colorectal"
"683","ACH-000684","KMRC1","KMRC1_KIDNEY","kidney","kidney"
"684","ACH-000685","L33","L33_PANCREAS","pancreas","pancreas"
"685","ACH-000686","SNU878","SNU878_LIVER","liver","liver"
"686","ACH-000687","CI1","CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"687","ACH-000688","OV7","OV7_OVARY","ovary","ovarian"
"688","ACH-000689","RH18","RH18_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma"
"689","ACH-000690","HCC2814","HCC2814_LUNG","lung","lung"
"690","ACH-000691","HCC2157","HCC2157_BREAST","breast","breast"
"691","ACH-000692","SNU899","SNU899_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"692","ACH-000693","KYSE180","KYSE180_OESOPHAGUS","oesophagus","esophagus"
"693","ACH-000694","TE9","TE9_OESOPHAGUS","oesophagus","esophagus"
"694","ACH-000695","CORL47","CORL47_LUNG","lung","lung"
"695","ACH-000696","OVCAR8","OVCAR8_OVARY","ovary","ovarian"
"696","ACH-000697","A3KAW","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"697","ACH-000698","DMS53","DMS53_LUNG","lung","lung"
"698","ACH-000699","HCC1395","HCC1395_BREAST","breast","breast"
"699","ACH-000700","NCIH2882","NCIH2882_LUNG","lung","lung"
"700","ACH-000701","RMUGS","RMUGS_OVARY","ovary","ovarian"
"701","ACH-000702","L1236","L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"702","ACH-000703","DMS79","DMS79_LUNG","lung","lung"
"703","ACH-000704","OAW42","OAW42_OVARY","ovary","ovarian"
"704","ACH-000705","LC1F","LC1F_LUNG","lung","lung"
"705","ACH-000706","EKVX","EKVX_LUNG","lung","lung"
"706","ACH-000707","P3HR1","P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"707","ACH-000708","SNU283","SNU283_LARGE_INTESTINE","large_intestine","colorectal"
"708","ACH-000709","KMRC2","KMRC2_KIDNEY","kidney","kidney"
"709","ACH-000710","NCIH854","NCIH854_LUNG","lung","lung"
"710","ACH-000711","JIMT1","JIMT1_BREAST","breast","breast"
"711","ACH-000712","HCC1833","HCC1833_LUNG","lung","lung"
"712","ACH-000713","CAOV3","CAOV3_OVARY","ovary","ovarian"
"713","ACH-000714","KMS11","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"714","ACH-000715","SNU1214","SNU1214_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"715","ACH-000716","TT2609C02","TT2609C02_THYROID","thyroid","thyroid"
"716","ACH-000717","COLO680N","COLO680N_OESOPHAGUS","oesophagus","esophagus"
"717","ACH-000718","NCIH2291","NCIH2291_LUNG","lung","lung"
"718","ACH-000719","RMGI","RMGI_OVARY","ovary","ovarian"
"719","ACH-000720","TCCSUP","TCCSUP_URINARY_TRACT","urinary_tract","urinary_tract"
"720","ACH-000721","HMC18","HMC18_BREAST","breast","breast"
"721","ACH-000722","SNUC1","SNUC1_LARGE_INTESTINE","large_intestine","colorectal"
"722","ACH-000723","YD10B","YD10B_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"723","ACH-000724","HT1376","HT1376_URINARY_TRACT","urinary_tract","urinary_tract"
"724","ACH-000725","HCC202","HCC202_BREAST","breast","breast"
"725","ACH-000726","TE14","TE14_OESOPHAGUS","oesophagus","esophagus"
"726","ACH-000727","NCIH2066","NCIH2066_LUNG","lung","lung"
"727","ACH-000728","KASUMI2","KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"728","ACH-000729","NCIH1963","NCIH1963_LUNG","lung","lung"
"729","ACH-000730","SKMEL5","SKMEL5_SKIN","skin","skin"
"730","ACH-000731","HCC2279","HCC2279_LUNG","lung","lung"
"731","ACH-000732","PECAPJ41CLONED2","PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"732","ACH-000733","NCIH1838","NCIH1838_LUNG","lung","lung"
"733","ACH-000734","JHH5","JHH5_LIVER","liver","liver"
"734","ACH-000735","PECAPJ49","PECAPJ49_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"735","ACH-000736","SNU601","SNU601_STOMACH","stomach","gastric"
"736","ACH-000737","NCIH1385","NCIH1385_LUNG","lung","lung"
"737","ACH-000738","GB1","GB1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"738","ACH-000739","HEPG2","HEPG2_LIVER","liver","liver"
"739","ACH-000740","A253","A253_SALIVARY_GLAND","salivary_gland","upper_aerodigestive"
"740","ACH-000741","UBLC1","UBLC1_URINARY_TRACT","urinary_tract","urinary_tract"
"741","ACH-000742","DM3","DM3_FIBROBLAST","fibroblast","fibroblast"
"742","ACH-000743","CORL95","CORL95_LUNG","lung","lung"
"743","ACH-000744","NCIH1623","NCIH1623_LUNG","lung","lung"
"744","ACH-000745","MOLP8","MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"745","ACH-000746","GSS","GSS_STOMACH","stomach","gastric"
"746","ACH-000747","NCIH1703","NCIH1703_LUNG","lung","lung"
"747","ACH-000748","SJSA1","SJSA1_BONE","bone","bone"
"748","ACH-000749","DMS273","DMS273_LUNG","lung","lung"
"749","ACH-000750","LOXIMVI","LOXIMVI_SKIN","skin","skin"
"750","ACH-000751","OCIM1","OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"751","ACH-000752","NCIH196","NCIH196_LUNG","lung","lung"
"752","ACH-000753","JMSU1","JMSU1_URINARY_TRACT","urinary_tract","urinary_tract"
"753","ACH-000754","L428","L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"754","ACH-000755","HCC2218","HCC2218_BREAST","breast","breast"
"755","ACH-000756","GI1","GI1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"756","ACH-000757","A427","A427_LUNG","lung","lung"
"757","ACH-000758","MKN74","MKN74_STOMACH","stomach","gastric"
"758","ACH-000759","MDAMB175VII","MDAMB175VII_BREAST","breast","breast"
"759","ACH-000760","LNZ308","LNZ308_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"760","ACH-000761","NUGC2","NUGC2_STOMACH","stomach","gastric"
"761","ACH-000762","YD38","YD38_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"762","ACH-000763","MM1S","MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"763","ACH-000764","SH10TC","SH10TC_STOMACH","stomach","gastric"
"764","ACH-000765","WM983B","WM983B_SKIN","skin","skin"
"765","ACH-000766","NCIH1648","NCIH1648_LUNG","lung","lung"
"766","ACH-000767","NCIH526","NCIH526_LUNG","lung","lung"
"767","ACH-000768","MDAMB231","MDAMB231_BREAST","breast","breast"
"768","ACH-000769","LK2","LK2_LUNG","lung","lung"
"769","ACH-000770","P31FUJ","P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"770","ACH-000771","BICR56","BICR56_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"771","ACH-000772","TE441T","TE441T_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma"
"772","ACH-000773","KIJK","KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"773","ACH-000774","RERFLCAD2","RERFLCAD2_LUNG","lung","lung"
"774","ACH-000775","NCIH727","NCIH727_LUNG","lung","lung"
"775","ACH-000776","ONS76","ONS76_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"776","ACH-000777","KYSE30","KYSE30_OESOPHAGUS","oesophagus","esophagus"
"777","ACH-000778","HSC3","HSC3_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"778","ACH-000779","PC9","PC9_LUNG","lung","lung"
"779","ACH-000780","NCIH1105","NCIH1105_LUNG","lung","lung"
"780","ACH-000781","NCIH2023","NCIH2023_LUNG","lung","lung"
"781","ACH-000782","SEM","SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"782","ACH-000783","CAMA1","CAMA1_BREAST","breast","breast"
"783","ACH-000784","KYSE70","KYSE70_OESOPHAGUS","oesophagus","esophagus"
"784","ACH-000785","NCIH2126","NCIH2126_LUNG","lung","lung"
"785","ACH-000786","DAUDI","DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"786","ACH-000787","LXF289","LXF289_LUNG","lung","lung"
"787","ACH-000788","A2058","A2058_SKIN","skin","skin"
"788","ACH-000789","NCIH810","NCIH810_LUNG","lung","lung"
"789","ACH-000790","SHP77","SHP77_LUNG","lung","lung"
"790","ACH-000791","RERFLCAD1","RERFLCAD1_LUNG","lung","lung"
"791","ACH-000792","BFTC909","BFTC909_KIDNEY","kidney","kidney"
"792","ACH-000793","KATOIII","KATOIII_STOMACH","stomach","gastric"
"793","ACH-000794","BICR22","BICR22_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"794","ACH-000795","MOLT13","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"795","ACH-000796","MCAS","MCAS_OVARY","ovary","ovarian"
"796","ACH-000797","HLFA","HLFA_FIBROBLAST","fibroblast","fibroblast"
"797","ACH-000798","CL40","CL40_LARGE_INTESTINE","large_intestine","colorectal"
"798","ACH-000799","HS695T","HS695T_SKIN","skin","skin"
"799","ACH-000800","NCIH446","NCIH446_LUNG","lung","lung"
"800","ACH-000801","HS936T","HS936T_SKIN","skin","skin"
"801","ACH-000802","BFTC905","BFTC905_URINARY_TRACT","urinary_tract","urinary_tract"
"802","ACH-000803","COLO668","COLO668_LUNG","lung","lung"
"803","ACH-000804","NB1","NB1_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"804","ACH-000805","COLO679","COLO679_SKIN","skin","skin"
"805","ACH-000806","L540","L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"806","ACH-000807","SNU738","SNU738_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"807","ACH-000808","HUH28","HUH28_BILIARY_TRACT","biliary_tract","bile_duct"
"808","ACH-000809","KYSE410","KYSE410_OESOPHAGUS","oesophagus","esophagus"
"809","ACH-000810","SKMEL30","SKMEL30_SKIN","skin","skin"
"810","ACH-000811","SKOV3","SKOV3_OVARY","ovary","ovarian"
"811","ACH-000812","COLO783","COLO783_SKIN","skin","skin"
"812","ACH-000813","T3M10","T3M10_LUNG","lung","lung"
"813","ACH-000814","HS939T","HS939T_SKIN","skin","skin"
"814","ACH-000815","KMH2","KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"815","ACH-000816","NCIH524","NCIH524_LUNG","lung","lung"
"816","ACH-000817","RPMI8226","RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"817","ACH-000818","BT483","BT483_BREAST","breast","breast"
"818","ACH-000819","LN18","LN18_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"819","ACH-000820","SW403","SW403_LARGE_INTESTINE","large_intestine","colorectal"
"820","ACH-000821","EJM","EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"821","ACH-000822","SKMEL24","SKMEL24_SKIN","skin","skin"
"822","ACH-000823","KYSE140","KYSE140_OESOPHAGUS","oesophagus","esophagus"
"823","ACH-000824","KYSE510","KYSE510_OESOPHAGUS","oesophagus","esophagus"
"824","ACH-000825","HOP92","HOP92_LUNG","lung","lung"
"825","ACH-000826","CAL12T","CAL12T_LUNG","lung","lung"
"826","ACH-000827","WM793","WM793_SKIN","skin","skin"
"827","ACH-000828","ZR7530","ZR7530_BREAST","breast","breast"
"828","ACH-000829","HUNS1","HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"829","ACH-000830","NCIH1436","NCIH1436_LUNG","lung","lung"
"830","ACH-000831","HEC50B","HEC50B_ENDOMETRIUM","endometrium","uterus"
"831","ACH-000832","CAL27","CAL27_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"832","ACH-000833","RH30","RH30_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma"
"833","ACH-000834","UMUC1","UMUC1_URINARY_TRACT","urinary_tract","urinary_tract"
"834","ACH-000835","GCT","GCT_SOFT_TISSUE","soft_tissue","soft_tissue"
"835","ACH-000836","YD15","YD15_SALIVARY_GLAND","salivary_gland","upper_aerodigestive"
"836","ACH-000837","NCIH322","NCIH322_LUNG","lung","lung"
"837","ACH-000838","AMO1","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"838","ACH-000839","SCABER","SCABER_URINARY_TRACT","urinary_tract","urinary_tract"
"839","ACH-000840","HCC366","HCC366_LUNG","lung","lung"
"840","ACH-000841","NCIH2087","NCIH2087_LUNG","lung","lung"
"841","ACH-000842","SW480","SW480_LARGE_INTESTINE","large_intestine","colorectal"
"842","ACH-000843","HARA","HARA_LUNG","lung","lung"
"843","ACH-000844","DMS454","DMS454_LUNG","lung","lung"
"844","ACH-000845","NCIH1373","NCIH1373_LUNG","lung","lung"
"845","ACH-000846","FADU","FADU_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"846","ACH-000847","HGC27","HGC27_STOMACH","stomach","gastric"
"847","ACH-000848","JHH7","JHH7_LIVER","liver","liver"
"848","ACH-000849","MDAMB468","MDAMB468_BREAST","breast","breast"
"849","ACH-000850","HS698T","HS698T_FIBROBLAST","fibroblast","fibroblast"
"850","ACH-000851","MORCPR","MORCPR_LUNG","lung","lung"
"851","ACH-000852","NCIH1435","NCIH1435_LUNG","lung","lung"
"852","ACH-000853","NCIH661","NCIH661_LUNG","lung","lung"
"853","ACH-000854","OCIMY5","OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"854","ACH-000855","KYSE150","KYSE150_OESOPHAGUS","oesophagus","esophagus"
"855","ACH-000856","CAL51","CAL51_BREAST","breast","breast"
"856","ACH-000857","CAL851","CAL851_BREAST","breast","breast"
"857","ACH-000858","KNS62","KNS62_LUNG","lung","lung"
"858","ACH-000859","HCC1954","HCC1954_BREAST","breast","breast"
"859","ACH-000860","NCIH358","NCIH358_LUNG","lung","lung"
"860","ACH-000861","HOP62","HOP62_LUNG","lung","lung"
"861","ACH-000862","KMBC2","KMBC2_URINARY_TRACT","urinary_tract","urinary_tract"
"862","ACH-000863","DBTRG05MG","DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
