"","DepMap_ID","Cell_line","CCLE_histology","CCLE_name","disease","TCGA_classification","grouped_general_doid"
"887","ACH-000888","NCIH1793","lung","NCIH1793_LUNG","lung","LUAD","DOID:1324"
"888","ACH-000889","KMM1","haematopoietic_and_lymphoid_tissue","KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"889","ACH-000890","SW1271","lung","SW1271_LUNG","lung","SCLC","DOID:1324"
"890","ACH-000891","HCC1438","lung","HCC1438_LUNG","lung",NA,"DOID:1324"
"891","ACH-000892","NCIH1563","lung","NCIH1563_LUNG","lung","LUAD","DOID:1324"
"892","ACH-000893","NCIH1651","lung","NCIH1651_LUNG","lung","LUAD","DOID:1324"
"893","ACH-000894","NCIH1869","lung","NCIH1869_LUNG","lung","LUSC","DOID:1324"
"894","ACH-000895","CL34","large_intestine","CL34_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"895","ACH-000896","647V","urinary_tract","647V_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"896","ACH-000897","FTC238","thyroid","FTC238_THYROID","thyroid","THCA","DOID:1781"
"897","ACH-000898","SNU719","stomach","SNU719_STOMACH","gastric","STAD","DOID:10534"
"898","ACH-000899","WM88","skin","WM88_SKIN","skin","SKCM","DOID:4159"
"899","ACH-000900","NCIH23","lung","NCIH23_LUNG","lung","LUAD","DOID:1324"
"900","ACH-000901","HCC1359","lung","HCC1359_LUNG","lung",NA,"DOID:1324"
"901","ACH-000902","CAL148","breast","CAL148_BREAST","breast","BRCA","DOID:1612"
"902","ACH-000903","FTC133","thyroid","FTC133_THYROID","thyroid","THCA","DOID:1781"
"903","ACH-000904","NCIH2106","lung","NCIH2106_LUNG","lung",NA,"DOID:1324"
"904","ACH-000905","5637","urinary_tract","5637_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"905","ACH-000906","ES2","ovary","ES2_OVARY","ovary","OV","DOID:2394"
"906","ACH-000907","SNU349","kidney","SNU349_KIDNEY","kidney","KIRC","DOID:263"
"907","ACH-000908","SNU520","stomach","SNU520_STOMACH","gastric","STAD","DOID:10534"
"908","ACH-000909","JHUEM2","endometrium","JHUEM2_ENDOMETRIUM","uterus","UCEC","DOID:363"
"909","ACH-000910","MDAMB453","breast","MDAMB453_BREAST","breast","BRCA","DOID:1612"
"910","ACH-000911","NUGC3","stomach","NUGC3_STOMACH","gastric","STAD","DOID:10534"
"911","ACH-000912","NCIH2286","lung","NCIH2286_LUNG","lung","SCLC","DOID:1324"
"912","ACH-000913","ESS1","endometrium","ESS1_ENDOMETRIUM","uterus","UCEC","DOID:363"
"913","ACH-000914","HT","haematopoietic_and_lymphoid_tissue","HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"914","ACH-000915","IPC298","skin","IPC298_SKIN","skin","SKCM","DOID:4159"
"915","ACH-000916","NCIH1573","lung","NCIH1573_LUNG","lung","LUAD","DOID:1324"
"916","ACH-000917","TE4","oesophagus","TE4_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"917","ACH-000918","MOLT16","haematopoietic_and_lymphoid_tissue","MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"918","ACH-000919","IM95","stomach","IM95_STOMACH","gastric","STAD","DOID:10534"
"919","ACH-000920","CMLT1","haematopoietic_and_lymphoid_tissue","CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LCML","DOID:1240"
"920","ACH-000921","NCIH1339","lung","NCIH1339_LUNG","lung","SCLC","DOID:1324"
"921","ACH-000922","RCHACV","haematopoietic_and_lymphoid_tissue","RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"922","ACH-000923","BCP1","haematopoietic_and_lymphoid_tissue","BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"923","ACH-000924","NCIH2172","lung","NCIH2172_LUNG","lung",NA,"DOID:1324"
"924","ACH-000925","DV90","lung","DV90_LUNG","lung","LUAD","DOID:1324"
"925","ACH-000926","HT55","large_intestine","HT55_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"926","ACH-000927","BT474","breast","BT474_BREAST","breast","BRCA","DOID:1612"
"927","ACH-000928","JHUEM1","endometrium","JHUEM1_ENDOMETRIUM","uterus","UCEC","DOID:363"
"928","ACH-000929","NCIH2110","lung","NCIH2110_LUNG","lung",NA,"DOID:1324"
"929","ACH-000930","HCC1569","breast","HCC1569_BREAST","breast","BRCA","DOID:1612"
"930","ACH-000931","HMCB","skin","HMCB_SKIN","skin","SKCM","DOID:4159"
"931","ACH-000932","SNU1","stomach","SNU1_STOMACH","gastric","STAD","DOID:10534"
"932","ACH-000933","SNU324","pancreas","SNU324_PANCREAS","pancreas","PAAD","DOID:1793"
"933","ACH-000934","MDAMB361","breast","MDAMB361_BREAST","breast","BRCA","DOID:1612"
"934","ACH-000935","MDST8","large_intestine","MDST8_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"935","ACH-000936","EFO27","ovary","EFO27_OVARY","ovary","OV","DOID:2394"
"936","ACH-000937","PF382","haematopoietic_and_lymphoid_tissue","PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"937","ACH-000938","NALM6","haematopoietic_and_lymphoid_tissue","NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"938","ACH-000939","SKUT1","soft_tissue","SKUT1_SOFT_TISSUE","soft_tissue","SARC","DOID:363"
"939","ACH-000940","AN3CA","endometrium","AN3CA_ENDOMETRIUM","uterus","UCEC","DOID:363"
"940","ACH-000941","HEC1B","endometrium","HEC1B_ENDOMETRIUM","uterus","UCEC","DOID:363"
"941","ACH-000942","HPBALL","haematopoietic_and_lymphoid_tissue","HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"942","ACH-000943","RKO","large_intestine","RKO_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"943","ACH-000944","NAMALWA","haematopoietic_and_lymphoid_tissue","NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"944","ACH-000945","NCIH650","lung","NCIH650_LUNG","lung","LUAD","DOID:1324"
"945","ACH-000946","HEC265","endometrium","HEC265_ENDOMETRIUM","uterus","UCEC","DOID:363"
"946","ACH-000947","OVK18","ovary","OVK18_OVARY","ovary","OV","DOID:2394"
"947","ACH-000948","2313287","stomach","2313287_STOMACH","gastric","STAD","DOID:10534"
"948","ACH-000949","TGBC11TKB","stomach","TGBC11TKB_STOMACH","gastric","STAD","DOID:10534"
"949","ACH-000950","LOVO","large_intestine","LOVO_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"950","ACH-000951","NCIH2342","lung","NCIH2342_LUNG","lung","LUAD","DOID:1324"
"951","ACH-000952","MDAPCA2B","prostate","MDAPCA2B_PROSTATE","prostate","PRAD","DOID:10283"
"952","ACH-000953","SUPT1","haematopoietic_and_lymphoid_tissue","SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:0060058"
"953","ACH-000954","HEC1A","endometrium","HEC1A_ENDOMETRIUM","uterus","UCEC","DOID:363"
"954","ACH-000955","SNU407","large_intestine","SNU407_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"955","ACH-000956","22RV1","prostate","22RV1_PROSTATE","prostate","PRAD","DOID:10283"
"956","ACH-000957","LS180","large_intestine","LS180_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"957","ACH-000958","SW48","large_intestine","SW48_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"958","ACH-000959","SNUC4","large_intestine","SNUC4_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"959","ACH-000960","REH","haematopoietic_and_lymphoid_tissue","REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"960","ACH-000961","ISHIKAWAHERAKLIO02ER","endometrium","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","uterus","UCEC","DOID:363"
"961","ACH-000962","OC314","ovary","OC314_OVARY","ovary","OV","DOID:2394"
"962","ACH-000963","CCK81","large_intestine","CCK81_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"963","ACH-000964","MOLT3","haematopoietic_and_lymphoid_tissue","MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"964","ACH-000965","RL952","endometrium","RL952_ENDOMETRIUM","uterus","UCEC","DOID:363"
"965","ACH-000966","IGROV1","ovary","IGROV1_OVARY","ovary","OV","DOID:2394"
"966","ACH-000967","SNUC2A","large_intestine","SNUC2A_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"967","ACH-000968","COLO792","skin","COLO792_SKIN","skin","SKCM","DOID:4159"
"968","ACH-000969","KM12","large_intestine","KM12_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"969","ACH-000970","SNUC5","large_intestine","SNUC5_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"970","ACH-000971","HCT116","large_intestine","HCT116_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"971","ACH-000972","HEC151","endometrium","HEC151_ENDOMETRIUM","uterus","UCEC","DOID:363"
"972","ACH-000973","639V","urinary_tract","639V_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"973","ACH-000974","SNGM","endometrium","SNGM_ENDOMETRIUM","uterus","UCEC","DOID:363"
"974","ACH-000975","HCC2450","lung","HCC2450_LUNG","lung","LUAD","DOID:1324"
"975","ACH-000976","HUCCT1","biliary_tract","HUCCT1_BILIARY_TRACT","bile_duct","CHOL","DOID:4607"
"976","ACH-000977","LNCAPCLONEFGC","prostate","LNCAPCLONEFGC_PROSTATE","prostate","PRAD","DOID:10283"
"977","ACH-000978","EN","endometrium","EN_ENDOMETRIUM","uterus","UCEC","DOID:363"
"978","ACH-000979","DU145","prostate","DU145_PROSTATE","prostate","PRAD","DOID:10283"
"979","ACH-000980","NCIH1155","lung","NCIH1155_LUNG","lung",NA,"DOID:1324"
"980","ACH-000981","DND41","haematopoietic_and_lymphoid_tissue","DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"981","ACH-000982","GP2D","large_intestine","GP2D_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"982","ACH-000983","KCL22","haematopoietic_and_lymphoid_tissue","KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LCML","DOID:1240"
"983","ACH-000984","HEC6","endometrium","HEC6_ENDOMETRIUM","uterus","UCEC","DOID:363"
"984","ACH-000985","LS411N","large_intestine","LS411N_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"985","ACH-000986","HT115","large_intestine","HT115_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"986","ACH-000987","MEWO","skin","MEWO_SKIN","skin","SKCM","DOID:4159"
"987","ACH-000988","MFE319","endometrium","MFE319_ENDOMETRIUM","uterus","UCEC","DOID:363"
"988","ACH-000989","SNU175","large_intestine","SNU175_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"989","ACH-000990","HEC108","endometrium","HEC108_ENDOMETRIUM","uterus","UCEC","DOID:363"
"990","ACH-000991","SNU81","large_intestine","SNU81_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"991","ACH-000992","BICR18","upper_aerodigestive_tract","BICR18_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"992","ACH-000993","JHUEM7","endometrium","JHUEM7_ENDOMETRIUM","uterus","UCEC","DOID:363"
"993","ACH-000994","HEC59","endometrium","HEC59_ENDOMETRIUM","uterus","UCEC","DOID:363"
"994","ACH-000995","JURKAT","haematopoietic_and_lymphoid_tissue","JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"995","ACH-000996","HEC251","endometrium","HEC251_ENDOMETRIUM","uterus","UCEC","DOID:363"
"996","ACH-000997","HCT15","large_intestine","HCT15_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"997","ACH-000998","CW2","large_intestine","CW2_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"998","ACH-000999","SNU1040","large_intestine","SNU1040_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"999","ACH-001000","1321N1","central_nervous_system","1321N1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1000","ACH-001001","143B","bone","143B_BONE","bone","SARC","DOID:184"
"1001","ACH-001002","451LU","skin","451LU_SKIN","skin","SKCM","DOID:4159"
"1002","ACH-001011","ACCS","urinary_tract","ACCS_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1003","ACH-001015","AZ521","small_intestine","AZ521_SMALL_INTESTINE","small_intestine","STAD","DOID:162"
"1004","ACH-001016","BECKER","central_nervous_system","BECKER_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1005","ACH-001017","BGC823","stomach","BGC823_STOMACH","gastric","STAD","DOID:10534"
"1006","ACH-001018","BJHTERT","fibroblast","BJHTERT_FIBROBLAST","fibroblast",NA,"DOID:162"
"1007","ACH-001020","BT16","soft_tissue","BT16_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1008","ACH-001021","C3A","liver","C3A_LIVER","liver","LIHC","DOID:3571"
"1009","ACH-001022","CBAGPN","bone","CBAGPN_BONE","bone","SARC","DOID:184"
"1010","ACH-001023","CGTHW1","thyroid","CGTHW1_THYROID","thyroid","THCA","DOID:1781"
"1011","ACH-001024","CHL1","skin","CHL1_SKIN","skin","SKCM","DOID:4159"
"1012","ACH-001028","CHLA06ATRT","soft_tissue","CHLA06ATRT_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1013","ACH-001029","CHLA10","bone","CHLA10_BONE","bone","SARC","DOID:184"
"1014","ACH-001030","CHLA218","bone","CHLA218_BONE","bone","SARC","DOID:184"
"1015","ACH-001031","CHLA266","soft_tissue","CHLA266_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1016","ACH-001032","CHLA32","bone","CHLA32_BONE","bone","SARC","DOID:184"
"1017","ACH-001033","CHLA57","bone","CHLA57_BONE","bone","SARC","DOID:184"
"1018","ACH-001034","CHLA9","bone","CHLA9_BONE","bone","SARC","DOID:184"
"1019","ACH-001035","CHLA99","bone","CHLA99_BONE","bone","SARC","DOID:184"
"1020","ACH-001036","CMK115","haematopoietic_and_lymphoid_tissue","CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1021","ACH-001037","CMK86","haematopoietic_and_lymphoid_tissue","CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1022","ACH-001038","COGE352","bone","COGE352_BONE","bone","SARC","DOID:184"
"1023","ACH-001039","COLO205","large_intestine","COLO205_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1024","ACH-001041","COLO699","lung","COLO699_LUNG","lung","LUAD","DOID:1324"
"1025","ACH-001042","COLO704","ovary","COLO704_OVARY","ovary","OV","DOID:2394"
"1026","ACH-001043","COLO775","haematopoietic_and_lymphoid_tissue","COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LCML","DOID:9538"
"1027","ACH-001044","COLO818","skin","COLO818_SKIN","skin","SKCM","DOID:4159"
"1028","ACH-001045","COLO849","skin","COLO849_SKIN","skin","SKCM","DOID:4159"
"1029","ACH-001047","CORL51","lung","CORL51_LUNG","lung","SCLC","DOID:1324"
"1030","ACH-001048","COV504","ovary","COV504_OVARY","ovary","OV","DOID:2394"
"1031","ACH-001049","CPCN","lung","CPCN_LUNG","lung","SCLC","DOID:1324"
"1032","ACH-001050","CW9019","soft_tissue","CW9019_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1033","ACH-001052","D384","central_nervous_system","D384_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1034","ACH-001053","D425","central_nervous_system","D425_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1035","ACH-001054","D458","central_nervous_system","D458_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1036","ACH-001055","D556","central_nervous_system","D556_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1037","ACH-001057","DERL2","haematopoietic_and_lymphoid_tissue","DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1038","ACH-001059","DL","soft_tissue","DL_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1039","ACH-001060","DL40","haematopoietic_and_lymphoid_tissue","DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1040","ACH-001061","DLD1","large_intestine","DLD1_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1041","ACH-001063","DOV13","ovary","DOV13_OVARY","ovary","OV","DOID:2394"
"1042","ACH-001064","EB2","haematopoietic_and_lymphoid_tissue","EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1043","ACH-001065","EVSAT","breast","EVSAT_BREAST","breast","BRCA","DOID:1612"
"1044","ACH-001066","EWS834","bone","EWS834_BONE","bone","SARC","DOID:184"
"1045","ACH-001067","F5","central_nervous_system","F5_CENTRAL_NERVOUS_SYSTEM","central_nervous_system",NA,"DOID:3620"
"1046","ACH-001068","FEPD","haematopoietic_and_lymphoid_tissue","FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1047","ACH-001071","GLC82","lung","GLC82_LUNG","lung","LUAD","DOID:1324"
"1048","ACH-001072","GRM","skin","GRM_SKIN","skin","SKCM","DOID:1793"
"1049","ACH-001075","H292","lung","NCIH292_LUNG","lung",NA,"DOID:1324"
"1050","ACH-001075","NCIH292","lung","NCIH292_LUNG","lung",NA,"DOID:1324"
"1051","ACH-001078","HCC1588","lung","HCC1588_LUNG","lung","COADREAD","DOID:1324"
"1052","ACH-001079","HCC1897","lung","HCC1897_LUNG","lung","LUSC","DOID:1324"
"1053","ACH-001081","HCC2998","large_intestine","HCC2998_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1054","ACH-001084","HCT8","large_intestine","HCT8_LARGE_INTESTINE","colorectal","COADREAD",NA
"1055","ACH-001086","HELA","cervix","HELA_CERVIX","cervix","CESC","DOID:4362"
"1056","ACH-001087","HK2","kidney","HK2_KIDNEY","kidney","KIRC","DOID:263"
"1057","ACH-001088","HLC1","lung","HLC1_LUNG","lung","LUAD","DOID:1324"
"1058","ACH-001089","HLE","liver","HLE_LIVER","liver","LIHC","DOID:3571"
"1059","ACH-001090","HN","upper_aerodigestive_tract","HN_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1060","ACH-001091","HRT18","large_intestine","HRT18_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1061","ACH-001092","HS571T","ovary","HS571T_OVARY","ovary","OV","DOID:2394"
"1062","ACH-001093","HS604T","fibroblast","HS604T_FIBROBLAST","fibroblast",NA,"DOID:0060058"
"1063","ACH-001094","HTK","haematopoietic_and_lymphoid_tissue","HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:184"
"1064","ACH-001096","JR","soft_tissue","JR_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1065","ACH-001097","KARPAS384","haematopoietic_and_lymphoid_tissue","KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1066","ACH-001098","KCIMOH1","pancreas","KCIMOH1_PANCREAS","pancreas","PAAD","DOID:1793"
"1067","ACH-001099","KD","soft_tissue","KD_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1068","ACH-001100","KHYG","haematopoietic_and_lymphoid_tissue","KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1069","ACH-001101","KLM1","pancreas","KLM1_PANCREAS","pancreas","PAAD","DOID:1793"
"1070","ACH-001106","KOPN8","haematopoietic_and_lymphoid_tissue","KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1071","ACH-001107","KP1N","pancreas","KP1N_PANCREAS","pancreas","PAAD","DOID:1793"
"1072","ACH-001108","KP1NL","pancreas","KP1NL_PANCREAS","pancreas","PAAD","DOID:1793"
"1073","ACH-001109","KPMRTRY","soft_tissue","KPMRTRY_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1074","ACH-001111","L82","haematopoietic_and_lymphoid_tissue","L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1075","ACH-001113","LC1SQSF","lung","LC1SQSF_LUNG","lung","LUSC","DOID:1324"
"1076","ACH-001118","M059J","central_nervous_system","M059J_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1077","ACH-001119","MAC2A","haematopoietic_and_lymphoid_tissue","MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1078","ACH-001120","MB157","breast","MB157_BREAST","breast","BRCA",NA
"1079","ACH-001121","MEC2","haematopoietic_and_lymphoid_tissue","MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:1240"
"1080","ACH-001122","MKL1","skin","MKL1_SKIN","skin",NA,"DOID:4159"
"1081","ACH-001123","MKL2","skin","MKL2_SKIN","skin",NA,"DOID:4159"
"1082","ACH-001125","MOGGCCM","central_nervous_system","MOGGCCM_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1083","ACH-001126","MOGGUVW","central_nervous_system","MOGGUVW_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1084","ACH-001127","MOLT4","haematopoietic_and_lymphoid_tissue","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1085","ACH-001128","MON","soft_tissue","MON_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1086","ACH-001129","MONOMAC1","haematopoietic_and_lymphoid_tissue","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1087","ACH-001130","MOTN1","haematopoietic_and_lymphoid_tissue","MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1088","ACH-001131","MS1","skin","MS1_SKIN","skin",NA,"DOID:1324"
"1089","ACH-001132","MTA","haematopoietic_and_lymphoid_tissue","MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1090","ACH-001134","MYLA","haematopoietic_and_lymphoid_tissue","MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1091","ACH-001136","NCIH187","lung","NCIH187_LUNG","lung","SCLC","DOID:1324"
"1092","ACH-001137","NCIH1993","lung","NCIH1993_LUNG","lung","LUAD","DOID:1324"
"1093","ACH-001138","NCIH2141","lung","NCIH2141_LUNG","lung","SCLC","DOID:1324"
"1094","ACH-001140","NCIH820","lung","NCIH820_LUNG","lung","LUAD","DOID:1324"
"1095","ACH-001142","NHAHTDD","primary","NHAHTDD_PRIMARY","central_nervous_system",NA,"DOID:3620"
"1096","ACH-001143","NKL","haematopoietic_and_lymphoid_tissue","NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1097","ACH-001145","OC316","ovary","OC316_OVARY","ovary","OV","DOID:2394"
"1098","ACH-001146","OCILY10","haematopoietic_and_lymphoid_tissue","OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1099","ACH-001147","OCILY12","haematopoietic_and_lymphoid_tissue","OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1100","ACH-001148","OCILY132","haematopoietic_and_lymphoid_tissue","OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1101","ACH-001150","OUMS27","bone","OUMS27_BONE","bone","SARC","DOID:162"
"1102","ACH-001151","OVCAR5","ovary","OVCAR5_OVARY","ovary","OV","DOID:2394"
"1103","ACH-001162","PCM6","haematopoietic_and_lymphoid_tissue","PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"1104","ACH-001163","CCLFPEDS0001T","kidney","CCLFPEDS0001T_KIDNEY","kidney","KIRC","DOID:263"
"1105","ACH-001164","CCLFPEDS0003T","soft_tissue","CCLFPEDS0003T_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1106","ACH-001170","PETA","skin","PETA_SKIN","skin",NA,"DOID:4159"
"1107","ACH-001171","PL45","pancreas","PL45_PANCREAS","pancreas","PAAD","DOID:1793"
"1108","ACH-001173","R262","central_nervous_system","R262_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1109","ACH-001175","RCC4","kidney","RCC4_KIDNEY","kidney","KIRC","DOID:263"
"1110","ACH-001182","RPMI6666","haematopoietic_and_lymphoid_tissue","RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:1240"
"1111","ACH-001183","RT11284","urinary_tract","RT11284_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1112","ACH-001184","SCMCRM2","soft_tissue","SCMCRM2_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1113","ACH-001187","SF8657","skin","SF8657_SKIN","skin","SKCM","DOID:4159"
"1114","ACH-001188","SHSY5Y","autonomic_ganglia","SHSY5Y_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1115","ACH-001189","SJRH30","soft_tissue","SJRH30_SOFT_TISSUE","rhabdomyosarcoma","SARC",NA
"1116","ACH-001190","SKMEL2","skin","SKMEL2_SKIN","skin","SKCM","DOID:4159"
"1117","ACH-001192","SKNEP1","bone","SKNEP1_BONE","bone","KIRC","DOID:184"
"1118","ACH-001193","SKPNDW","bone","SKPNDW_BONE","bone","SARC","DOID:3620"
"1119","ACH-001194","SKRC31","kidney","SKRC31_KIDNEY","kidney","KIRC","DOID:263"
